Judul,Abstraksi
Pengaruh Nilai Pelanggan (Customer Value) Terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan ,"Penelitian ini bertujuan untuk mengukur pengaruh Nilai Pelanggan (Customer Value) Terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan yang dilakukan terhadap nasabah yang mempunyai tabungan di Bank Mandiri Cabang Bangkalan dengan jumlah responden penelitian sebanyak 100 responden, data yang terkumpul selanjutnya dilakukan analisis Regresi Linier Berganda. Dengan menggunakan alat bantu software SPSS 16.0. hasil analisis terhadap pengujian hipotesis diperoleh sebagai berikut: bahwa Nilai Pelanggan (Customer Value) mempunyai pengaruh secara simultan terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan, dan Secara Parsial variabel Emotional Value, Social Value, Quality Performance, Price Value, mempunyai pengaruh parsial terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan, serta variabel Emotional Value merupakan variabel yang dominan berpengaruh terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan."
Pengaruh Nilai Pelanggan (Customer Value) Terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan ,"Penelitian ini bertujuan untuk mengukur pengaruh Nilai Pelanggan (Customer Value) Terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan yang dilakukan terhadap nasabah yang mempunyai tabungan di Bank Mandiri Cabang Bangkalan dengan jumlah responden penelitian sebanyak 100 responden, data yang terkumpul selanjutnya dilakukan analisis Regresi Linier Berganda. Dengan menggunakan alat bantu software SPSS 16.0. hasil analisis terhadap pengujian hipotesis diperoleh sebagai berikut: bahwa Nilai Pelanggan (Customer Value) mempunyai pengaruh secara simultan terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan, dan Secara Parsial variabel Emotional Value, Social Value, Quality Performance, Price Value, mempunyai pengaruh parsial terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan, serta variabel Emotional Value merupakan variabel yang dominan berpengaruh terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan."
Pengaruh Nilai Pelanggan (Customer Value) Terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan ,"Penelitian ini bertujuan untuk mengukur pengaruh Nilai Pelanggan (Customer Value) Terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan yang dilakukan terhadap nasabah yang mempunyai tabungan di Bank Mandiri Cabang Bangkalan dengan jumlah responden penelitian sebanyak 100 responden, data yang terkumpul selanjutnya dilakukan analisis Regresi Linier Berganda. Dengan menggunakan alat bantu software SPSS 16.0. hasil analisis terhadap pengujian hipotesis diperoleh sebagai berikut: bahwa Nilai Pelanggan (Customer Value) mempunyai pengaruh secara simultan terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan, dan Secara Parsial variabel Emotional Value, Social Value, Quality Performance, Price Value, mempunyai pengaruh parsial terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan, serta variabel Emotional Value merupakan variabel yang dominan berpengaruh terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan."
Analisis Kondisi Kesehatan Perbankan BUMN Yang Terdaftar Di Bursa Efek Indonesia Dengan Menggunakan Model Springate dan Zmijewski,"Septy Ariyati, Analisis Kondisi Kesehatan Perbankan yang Terdaftar di Bursa Efek Indonesia dengan Menggunakan Model Springate dan Zmijewski. Dibawah bimbingan R. Gatot Heru Pranjoto, S.E, M.M	dan Purnamawati, S.E., M.Si.

Tujuan penelitian ini adalah untuk mengetahui kondisi kesehatan keuangan pada perbankan yang terdafatar di BEI dengan menggunakan model Springate dan Zmijewski. Penelitian ini dilakukan secara deskriptif. Tehnik penarikan sampel menggunakan purposif sampling method. Sampel dalam penelitian ini adalah 4 bank BUMN yang terdaftar di BEI periode 2010-2012. Hasil dari penelitian menunjukkan bahwa dalam perhitungan metode Springate kondisi keuangan PT. BNI, PT. BRI, dan PT. BTN dikategorikan baik sedangkan PT. Bank Mandiri dikategorikan tidak sehat. Dalam perhitungan metode Zmijewski, semua perusahaan dikategorikan kesulitan keuangan. 

Kata Kunci: Model Springate, Model Zmijewski, Kondisi Kesehatan Perbankan."
Analisis Kondisi Kesehatan Perbankan BUMN Yang Terdaftar Di Bursa Efek Indonesia Dengan Menggunakan Model Springate dan Zmijewski,"Septy Ariyati, Analisis Kondisi Kesehatan Perbankan yang Terdaftar di Bursa Efek Indonesia dengan Menggunakan Model Springate dan Zmijewski. Dibawah bimbingan R. Gatot Heru Pranjoto, S.E, M.M	dan Purnamawati, S.E., M.Si.

Tujuan penelitian ini adalah untuk mengetahui kondisi kesehatan keuangan pada perbankan yang terdafatar di BEI dengan menggunakan model Springate dan Zmijewski. Penelitian ini dilakukan secara deskriptif. Tehnik penarikan sampel menggunakan purposif sampling method. Sampel dalam penelitian ini adalah 4 bank BUMN yang terdaftar di BEI periode 2010-2012. Hasil dari penelitian menunjukkan bahwa dalam perhitungan metode Springate kondisi keuangan PT. BNI, PT. BRI, dan PT. BTN dikategorikan baik sedangkan PT. Bank Mandiri dikategorikan tidak sehat. Dalam perhitungan metode Zmijewski, semua perusahaan dikategorikan kesulitan keuangan. 

Kata Kunci: Model Springate, Model Zmijewski, Kondisi Kesehatan Perbankan."
Analisis Kondisi Kesehatan Perbankan BUMN Yang Terdaftar Di Bursa Efek Indonesia Dengan Menggunakan Model Springate dan Zmijewski,"Septy Ariyati, Analisis Kondisi Kesehatan Perbankan yang Terdaftar di Bursa Efek Indonesia dengan Menggunakan Model Springate dan Zmijewski. Dibawah bimbingan R. Gatot Heru Pranjoto, S.E, M.M	dan Purnamawati, S.E., M.Si.

Tujuan penelitian ini adalah untuk mengetahui kondisi kesehatan keuangan pada perbankan yang terdafatar di BEI dengan menggunakan model Springate dan Zmijewski. Penelitian ini dilakukan secara deskriptif. Tehnik penarikan sampel menggunakan purposif sampling method. Sampel dalam penelitian ini adalah 4 bank BUMN yang terdaftar di BEI periode 2010-2012. Hasil dari penelitian menunjukkan bahwa dalam perhitungan metode Springate kondisi keuangan PT. BNI, PT. BRI, dan PT. BTN dikategorikan baik sedangkan PT. Bank Mandiri dikategorikan tidak sehat. Dalam perhitungan metode Zmijewski, semua perusahaan dikategorikan kesulitan keuangan. 

Kata Kunci: Model Springate, Model Zmijewski, Kondisi Kesehatan Perbankan."
Analisis Kondisi Kesehatan Perbankan BUMN Yang Terdaftar Di Bursa Efek Indonesia Dengan Menggunakan Model Springate dan Zmijewski,"Septy Ariyati, Analisis Kondisi Kesehatan Perbankan yang Terdaftar di Bursa Efek Indonesia dengan Menggunakan Model Springate dan Zmijewski. Dibawah bimbingan R. Gatot Heru Pranjoto, S.E, M.M	dan Purnamawati, S.E., M.Si.

Tujuan penelitian ini adalah untuk mengetahui kondisi kesehatan keuangan pada perbankan yang terdafatar di BEI dengan menggunakan model Springate dan Zmijewski. Penelitian ini dilakukan secara deskriptif. Tehnik penarikan sampel menggunakan purposif sampling method. Sampel dalam penelitian ini adalah 4 bank BUMN yang terdaftar di BEI periode 2010-2012. Hasil dari penelitian menunjukkan bahwa dalam perhitungan metode Springate kondisi keuangan PT. BNI, PT. BRI, dan PT. BTN dikategorikan baik sedangkan PT. Bank Mandiri dikategorikan tidak sehat. Dalam perhitungan metode Zmijewski, semua perusahaan dikategorikan kesulitan keuangan. 

Kata Kunci: Model Springate, Model Zmijewski, Kondisi Kesehatan Perbankan."
Analisis Kondisi Kesehatan Perbankan BUMN Yang Terdaftar Di Bursa Efek Indonesia Dengan Menggunakan Model Springate dan Zmijewski,"Septy Ariyati, Analisis Kondisi Kesehatan Perbankan yang Terdaftar di Bursa Efek Indonesia dengan Menggunakan Model Springate dan Zmijewski. Dibawah bimbingan R. Gatot Heru Pranjoto, S.E, M.M	dan Purnamawati, S.E., M.Si.

Tujuan penelitian ini adalah untuk mengetahui kondisi kesehatan keuangan pada perbankan yang terdafatar di BEI dengan menggunakan model Springate dan Zmijewski. Penelitian ini dilakukan secara deskriptif. Tehnik penarikan sampel menggunakan purposif sampling method. Sampel dalam penelitian ini adalah 4 bank BUMN yang terdaftar di BEI periode 2010-2012. Hasil dari penelitian menunjukkan bahwa dalam perhitungan metode Springate kondisi keuangan PT. BNI, PT. BRI, dan PT. BTN dikategorikan baik sedangkan PT. Bank Mandiri dikategorikan tidak sehat. Dalam perhitungan metode Zmijewski, semua perusahaan dikategorikan kesulitan keuangan. 

Kata Kunci: Model Springate, Model Zmijewski, Kondisi Kesehatan Perbankan."
"PENGARUH INDEKS BURSA ASIA TENGGARA
TERHADAP INDEKS HARGA SAHAM GABUNGAN (IHSG) 
DI BURSA EFEK INDONESIA
Periode 2010-2013
","Penelitian ini bertujuan untuk mengetahui pengaruh Indeks Bursa Asia Tenggara diantaranya Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia secara parsial dan simultan periode 2010-2013.

Metode yang digunakan dalam penelitian ini adalah metode kuantitatif dengan alat analisis regresi linier berganda.Periode pengamatan penelitian 34 bulan dari bulan Oktober 2010 hingga Juli 2013.Berdasarkan teknik penelitian diperoleh 4 sampel dari 6 Bursa Asia Tenggara yang aktif.

Hasil penelitian dari uji T menunjukkan bahwa secara parsial Indeks Kuala Lumpur Stock Exchange Stock (^KLSE) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Philippines Stock Exchange (^PSE) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Strait Times (^STI) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG). Hasil peneletian dari uji F menunjukkan bahwa secara simultan Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia.

Nilai Adjusted R square sebesar 0.806 atau 80,6 % menunjukkan bahwa ketiga variabel mampu mempengaruhi IHSG sebesar 80,6 % sedangkan sisanya sebesar 19,4 % di jelaskan oleh variabel lain yang tidak dimasukkan dalam model regresi.

Kata Kunci : Indeks Bursa Asia Tenggara, Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE), Indeks Strait Times (^STI) dan Indeks Harga Saham Gabungan (IHSG).
"
"PENGARUH INDEKS BURSA ASIA TENGGARA
TERHADAP INDEKS HARGA SAHAM GABUNGAN (IHSG) 
DI BURSA EFEK INDONESIA
Periode 2010-2013
","Penelitian ini bertujuan untuk mengetahui pengaruh Indeks Bursa Asia Tenggara diantaranya Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia secara parsial dan simultan periode 2010-2013.

Metode yang digunakan dalam penelitian ini adalah metode kuantitatif dengan alat analisis regresi linier berganda.Periode pengamatan penelitian 34 bulan dari bulan Oktober 2010 hingga Juli 2013.Berdasarkan teknik penelitian diperoleh 4 sampel dari 6 Bursa Asia Tenggara yang aktif.

Hasil penelitian dari uji T menunjukkan bahwa secara parsial Indeks Kuala Lumpur Stock Exchange Stock (^KLSE) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Philippines Stock Exchange (^PSE) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Strait Times (^STI) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG). Hasil peneletian dari uji F menunjukkan bahwa secara simultan Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia.

Nilai Adjusted R square sebesar 0.806 atau 80,6 % menunjukkan bahwa ketiga variabel mampu mempengaruhi IHSG sebesar 80,6 % sedangkan sisanya sebesar 19,4 % di jelaskan oleh variabel lain yang tidak dimasukkan dalam model regresi.

Kata Kunci : Indeks Bursa Asia Tenggara, Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE), Indeks Strait Times (^STI) dan Indeks Harga Saham Gabungan (IHSG).
"
"PENGARUH INDEKS BURSA ASIA TENGGARA
TERHADAP INDEKS HARGA SAHAM GABUNGAN (IHSG) 
DI BURSA EFEK INDONESIA
Periode 2010-2013
","Penelitian ini bertujuan untuk mengetahui pengaruh Indeks Bursa Asia Tenggara diantaranya Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia secara parsial dan simultan periode 2010-2013.

Metode yang digunakan dalam penelitian ini adalah metode kuantitatif dengan alat analisis regresi linier berganda.Periode pengamatan penelitian 34 bulan dari bulan Oktober 2010 hingga Juli 2013.Berdasarkan teknik penelitian diperoleh 4 sampel dari 6 Bursa Asia Tenggara yang aktif.

Hasil penelitian dari uji T menunjukkan bahwa secara parsial Indeks Kuala Lumpur Stock Exchange Stock (^KLSE) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Philippines Stock Exchange (^PSE) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Strait Times (^STI) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG). Hasil peneletian dari uji F menunjukkan bahwa secara simultan Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia.

Nilai Adjusted R square sebesar 0.806 atau 80,6 % menunjukkan bahwa ketiga variabel mampu mempengaruhi IHSG sebesar 80,6 % sedangkan sisanya sebesar 19,4 % di jelaskan oleh variabel lain yang tidak dimasukkan dalam model regresi.

Kata Kunci : Indeks Bursa Asia Tenggara, Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE), Indeks Strait Times (^STI) dan Indeks Harga Saham Gabungan (IHSG).
"
"PENGARUH INDEKS BURSA ASIA TENGGARA
TERHADAP INDEKS HARGA SAHAM GABUNGAN (IHSG) 
DI BURSA EFEK INDONESIA
Periode 2010-2013
","Penelitian ini bertujuan untuk mengetahui pengaruh Indeks Bursa Asia Tenggara diantaranya Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia secara parsial dan simultan periode 2010-2013.

Metode yang digunakan dalam penelitian ini adalah metode kuantitatif dengan alat analisis regresi linier berganda.Periode pengamatan penelitian 34 bulan dari bulan Oktober 2010 hingga Juli 2013.Berdasarkan teknik penelitian diperoleh 4 sampel dari 6 Bursa Asia Tenggara yang aktif.

Hasil penelitian dari uji T menunjukkan bahwa secara parsial Indeks Kuala Lumpur Stock Exchange Stock (^KLSE) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Philippines Stock Exchange (^PSE) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Strait Times (^STI) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG). Hasil peneletian dari uji F menunjukkan bahwa secara simultan Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia.

Nilai Adjusted R square sebesar 0.806 atau 80,6 % menunjukkan bahwa ketiga variabel mampu mempengaruhi IHSG sebesar 80,6 % sedangkan sisanya sebesar 19,4 % di jelaskan oleh variabel lain yang tidak dimasukkan dalam model regresi.

Kata Kunci : Indeks Bursa Asia Tenggara, Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE), Indeks Strait Times (^STI) dan Indeks Harga Saham Gabungan (IHSG).
"
"PENGARUH INDEKS BURSA ASIA TENGGARA
TERHADAP INDEKS HARGA SAHAM GABUNGAN (IHSG) 
DI BURSA EFEK INDONESIA
Periode 2010-2013
","Penelitian ini bertujuan untuk mengetahui pengaruh Indeks Bursa Asia Tenggara diantaranya Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia secara parsial dan simultan periode 2010-2013.

Metode yang digunakan dalam penelitian ini adalah metode kuantitatif dengan alat analisis regresi linier berganda.Periode pengamatan penelitian 34 bulan dari bulan Oktober 2010 hingga Juli 2013.Berdasarkan teknik penelitian diperoleh 4 sampel dari 6 Bursa Asia Tenggara yang aktif.

Hasil penelitian dari uji T menunjukkan bahwa secara parsial Indeks Kuala Lumpur Stock Exchange Stock (^KLSE) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Philippines Stock Exchange (^PSE) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG), secara parsial Indeks Strait Times (^STI) tidak berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG). Hasil peneletian dari uji F menunjukkan bahwa secara simultan Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE) serta Indeks Strait Times (^STI) berpengaruh terhadap Indeks Harga Saham Gabungan (IHSG) di Bursa Efek Indonesia.

Nilai Adjusted R square sebesar 0.806 atau 80,6 % menunjukkan bahwa ketiga variabel mampu mempengaruhi IHSG sebesar 80,6 % sedangkan sisanya sebesar 19,4 % di jelaskan oleh variabel lain yang tidak dimasukkan dalam model regresi.

Kata Kunci : Indeks Bursa Asia Tenggara, Indeks Kuala Stock Exchange (^KLSE), Indeks Philippines Stock Exchange (^PSE), Indeks Strait Times (^STI) dan Indeks Harga Saham Gabungan (IHSG).
"
"Pengaruh Perputaran Modal Kerja, Perputaran Kas, Perputaran Persediaan, dan Perputaran Piutang Terhadap Return On Investment (ROI) pada Perusahaan Makanan dan Minuman yang Terdaftar di Bursa Efek Indo","Penelitian ini dilakukan untuk menguji pengaruh variabel perputaran modal kerja, perputaran kas, perputaran persediaan, dan perputaran piutang terhadap Return on Investment (ROI) pada perusahaan makanan dan minuman yang terdaftar di Bursa Efek Indonesia (BEI) periode 2008-2012.
       Teknik sampling yang digunakan adalah purposive sampling dengan kriteria perusahaan makanan dan minuman yang menerbitkan dan mempublikasikan laporan keuangan tahunan 2008-2012, perusahaan tersebut tidak mengalami delisting selama periode pengamatan, serta perusahaan tersebut terdaftar di Bursa Efek Indonesia (BEI) sebelum periode pengamatan. Data diperoleh berdasarkan publikasi Indonesian Capital Market Directory (ICMD). Berdasarkan teknik purposive sampling diperoleh jumlah sampel sebanyak 10 perusahaan dari 15 perusahaan makanan dan minuman yang terdaftar di BEI. Teknik analisis yang digunakan dalam penelitian ini adalah regresi linier berganda dan uji hipotesis menggunakan t-statistik untuk menguji koefisien regresi parsial serta f-statistik untuk menguji pengaruh variable bebas terhadap variable terikat secara bersama-sama dengan level of significance 5%.
       Berdasarkan hasil dari uji t, perputaran modal kerja berpengaruh negatif dan signifikan terhadap ROI. Sementara perputaran kas, perputaran persediaan, dan perputaran piutang tidak berpengaruh signifikan terhadap ROI. Hasil uji pengaruh secara simultan dengan uji F menunjukkan bahwa semua variabel independen berpengaruh signifikan tehadap ROI. Nilai adjusted R square sebesar 0,250 yang menunjukkan bahwa 25% ROI dapat dijelaskan oleh variabel independen perputaran modal kerja, perputaran kas, perputaran persediaan dan perputaran piutang, sedangkan sisanya sebesar 75% dijelaskan oleh variabel lain.

Kata Kunci: Return On Investment (ROI), perputaran modal kerja, perputaran kas, perputaran persediaan dan perputaran piutang.
"
